timestamp,video_id,viewers,started_at,duration,status_text,url
1662481021,oFP6-KT6EuU,15,1662481004,18,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=18
1662481081,oFP6-KT6EuU,329,1662481004,78,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=78
1662481141,oFP6-KT6EuU,537,1662481004,138,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=138
1662481156,oFP6-KT6EuU,537,1662481004,138,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=138
1662481382,oFP6-KT6EuU,1168,1662481004,319,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=319
1662481382,oFP6-KT6EuU,1347,1662481004,379,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=379
1662481441,oFP6-KT6EuU,1552,1662481004,438,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=438
1662481501,oFP6-KT6EuU,1666,1662481004,499,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=499
1662481561,oFP6-KT6EuU,1799,1662481004,559,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=559
1662481623,oFP6-KT6EuU,1952,1662481004,620,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=620
1662481681,oFP6-KT6EuU,2064,1662481004,678,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=678
1662481741,oFP6-KT6EuU,2158,1662481004,739,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=739
1662481802,oFP6-KT6EuU,2224,1662481004,799,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=799
1662481861,oFP6-KT6EuU,2297,1662481004,858,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=858
1662481921,oFP6-KT6EuU,2378,1662481004,919,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=919
1662481981,oFP6-KT6EuU,2452,1662481004,979,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=979
1662482040,oFP6-KT6EuU,2437,1662481004,1038,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1038
1662482101,oFP6-KT6EuU,2446,1662481004,1099,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1099
1662482160,oFP6-KT6EuU,2527,1662481004,1158,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1158
1662482221,oFP6-KT6EuU,2574,1662481004,1218,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1218
1662482281,oFP6-KT6EuU,2604,1662481004,1278,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1278
1662482341,oFP6-KT6EuU,2702,1662481004,1339,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1339
1662482402,oFP6-KT6EuU,2775,1662481004,1399,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1399
1662482461,oFP6-KT6EuU,2834,1662481004,1458,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1458
1662482521,oFP6-KT6EuU,2799,1662481004,1519,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1519
1662482581,oFP6-KT6EuU,2805,1662481004,1579,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1579
1662482641,oFP6-KT6EuU,2881,1662481004,1639,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1639
1662482701,oFP6-KT6EuU,2898,1662481004,1699,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1699
1662482760,oFP6-KT6EuU,2927,1662481004,1758,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1758
1662482822,oFP6-KT6EuU,2986,1662481004,1819,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1819
1662482882,oFP6-KT6EuU,3006,1662481004,1879,Chill/boring day,https://youtu.be/oFP6-KT6EuU?t=1879
