timestamp,video_id,viewers,started_at,duration,status_text,url
1662675302,haYOA1fMg54,8419,1662655106,20196,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20196
1662675362,haYOA1fMg54,8395,1662655106,20257,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20257
1662675422,haYOA1fMg54,8409,1662655106,20317,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20317
1662675482,haYOA1fMg54,8394,1662655106,20376,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20376
1662675542,haYOA1fMg54,8391,1662655106,20437,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20437
1662675602,haYOA1fMg54,8399,1662655106,20496,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20496
1662675662,haYOA1fMg54,8416,1662655106,20557,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20557
1662675722,haYOA1fMg54,8362,1662655106,20617,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20617
1662675782,haYOA1fMg54,8339,1662655106,20676,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20676
1662675842,haYOA1fMg54,8315,1662655106,20737,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20737
1662675903,haYOA1fMg54,8337,1662655106,20797,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20797
1662675962,haYOA1fMg54,8323,1662655106,20856,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20856
1662676022,haYOA1fMg54,8313,1662655106,20916,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20916
1662676083,haYOA1fMg54,8340,1662655106,20977,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=20977
1662676143,haYOA1fMg54,8362,1662655106,21037,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=21037
1662676202,haYOA1fMg54,8347,1662655106,21097,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=21097
1662676263,haYOA1fMg54,8400,1662655106,21157,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=21157
1662676322,haYOA1fMg54,8393,1662655106,21217,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=21217
1662676382,haYOA1fMg54,8374,1662655106,21277,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=21277
1662676442,haYOA1fMg54,8352,1662655106,21336,"Watching djmuel's ""Xanderhal is not your ally"" video against debate bros :(",https://youtu.be/haYOA1fMg54?t=21336
