timestamp,video_id,viewers,started_at,duration,status_text,url
1662759963,L5EdXZ7c-q0,231,1662759925,38,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=38
1662760022,L5EdXZ7c-q0,695,1662759925,97,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=97
1662760082,L5EdXZ7c-q0,1016,1662759925,158,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=158
1662760143,L5EdXZ7c-q0,1239,1662759925,218,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=218
1662760202,L5EdXZ7c-q0,1437,1662759925,277,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=277
1662760263,L5EdXZ7c-q0,1632,1662759925,338,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=338
1662760322,L5EdXZ7c-q0,1712,1662759925,398,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=398
1662760382,L5EdXZ7c-q0,1802,1662759925,457,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=457
1662760443,L5EdXZ7c-q0,1932,1662759925,518,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=518
1662760502,L5EdXZ7c-q0,2201,1662759925,577,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=577
1662760562,L5EdXZ7c-q0,2458,1662759925,638,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=638
1662760623,L5EdXZ7c-q0,2668,1662759925,698,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=698
1662760682,L5EdXZ7c-q0,2856,1662759925,757,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=757
1662760742,L5EdXZ7c-q0,3044,1662759925,817,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=817
1662760804,L5EdXZ7c-q0,3203,1662759925,879,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=879
1662760862,L5EdXZ7c-q0,3368,1662759925,938,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=938
1662760923,L5EdXZ7c-q0,3605,1662759925,998,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=998
1662760983,L5EdXZ7c-q0,3807,1662759925,1058,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1058
1662761042,L5EdXZ7c-q0,3937,1662759925,1117,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1117
1662761102,L5EdXZ7c-q0,4027,1662759925,1178,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1178
1662761163,L5EdXZ7c-q0,4111,1662759925,1238,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1238
1662761225,L5EdXZ7c-q0,4256,1662759925,1301,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1301
1662761283,L5EdXZ7c-q0,4372,1662759925,1358,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1358
1662761342,L5EdXZ7c-q0,4545,1662759925,1417,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1417
1662761405,L5EdXZ7c-q0,4640,1662759925,1481,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1481
1662761463,L5EdXZ7c-q0,4709,1662759925,1538,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1538
1662761524,L5EdXZ7c-q0,4726,1662759925,1599,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1599
1662761582,L5EdXZ7c-q0,4851,1662759925,1657,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1657
1662761643,L5EdXZ7c-q0,4949,1662759925,1718,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1718
1662761702,L5EdXZ7c-q0,4977,1662759925,1778,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1778
1662761763,L5EdXZ7c-q0,5060,1662759925,1838,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1838
1662761822,L5EdXZ7c-q0,5156,1662759925,1897,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1897
1662761882,L5EdXZ7c-q0,5159,1662759925,1958,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=1958
1662761943,L5EdXZ7c-q0,5232,1662759925,2018,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2018
1662762002,L5EdXZ7c-q0,5223,1662759925,2078,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2078
1662762063,L5EdXZ7c-q0,5264,1662759925,2138,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2138
1662762122,L5EdXZ7c-q0,5303,1662759925,2198,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2198
1662762183,L5EdXZ7c-q0,5309,1662759925,2258,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2258
1662762243,L5EdXZ7c-q0,5370,1662759925,2318,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2318
1662762302,L5EdXZ7c-q0,5133,1662759925,2378,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2378
1662762363,L5EdXZ7c-q0,5134,1662759925,2438,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2438
1662762422,L5EdXZ7c-q0,5183,1662759925,2497,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2497
1662762482,L5EdXZ7c-q0,5262,1662759925,2558,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2558
1662762543,L5EdXZ7c-q0,5320,1662759925,2618,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2618
1662762602,L5EdXZ7c-q0,5317,1662759925,2677,Chillin' | Reviewing H3H3/Keffals interview at 2000 EDT,https://youtu.be/L5EdXZ7c-q0?t=2677
