timestamp,video_id,viewers,started_at,duration,status_text,url
1662393963,S5NMInyeXk0,211,1662393905,58,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=58
1662394023,S5NMInyeXk0,422,1662393905,118,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=118
1662394083,S5NMInyeXk0,532,1662393905,178,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=178
1662394203,S5NMInyeXk0,672,1662393905,237,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=237
1662394203,S5NMInyeXk0,846,1662393905,298,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=298
1662394262,S5NMInyeXk0,1008,1662393905,357,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=357
1662394323,S5NMInyeXk0,1083,1662393905,418,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=418
1662394382,S5NMInyeXk0,1202,1662393905,477,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=477
1662394442,S5NMInyeXk0,1200,1662393905,537,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=537
1662394503,S5NMInyeXk0,1490,1662393905,598,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=598
1662394563,S5NMInyeXk0,1555,1662393905,658,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=658
1662394622,S5NMInyeXk0,1613,1662393905,717,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=717
1662394683,S5NMInyeXk0,1671,1662393905,778,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=778
1662394743,S5NMInyeXk0,1789,1662393905,838,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=838
1662394802,S5NMInyeXk0,2018,1662393905,897,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=897
1662394862,S5NMInyeXk0,2072,1662393905,957,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=957
1662394923,S5NMInyeXk0,2188,1662393905,1018,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1018
1662394982,S5NMInyeXk0,2296,1662393905,1077,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1077
1662395042,S5NMInyeXk0,2444,1662393905,1137,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1137
1662395103,S5NMInyeXk0,2491,1662393905,1198,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1198
1662395162,S5NMInyeXk0,2593,1662393905,1257,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1257
1662395222,S5NMInyeXk0,2671,1662393905,1317,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1317
1662395282,S5NMInyeXk0,2802,1662393905,1377,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1377
1662395342,S5NMInyeXk0,2870,1662393905,1437,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1437
1662395403,S5NMInyeXk0,2982,1662393905,1497,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1497
1662395463,S5NMInyeXk0,3030,1662393905,1558,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1558
1662395522,S5NMInyeXk0,3128,1662393905,1617,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1617
1662395582,S5NMInyeXk0,3202,1662393905,1678,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1678
1662395643,S5NMInyeXk0,3280,1662393905,1738,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1738
1662395702,S5NMInyeXk0,3356,1662393905,1797,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1797
1662395762,S5NMInyeXk0,3395,1662393905,1857,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1857
1662395822,S5NMInyeXk0,3477,1662393905,1917,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1917
1662395883,S5NMInyeXk0,3524,1662393905,1978,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=1978
1662395943,S5NMInyeXk0,3604,1662393905,2038,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2038
1662396002,S5NMInyeXk0,3685,1662393905,2097,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2097
1662396063,S5NMInyeXk0,3761,1662393905,2158,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2158
1662396123,S5NMInyeXk0,3835,1662393905,2218,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2218
1662396182,S5NMInyeXk0,3887,1662393905,2277,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2277
1662396243,S5NMInyeXk0,3950,1662393905,2338,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2338
1662396303,S5NMInyeXk0,3993,1662393905,2398,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2398
1662396362,S5NMInyeXk0,4043,1662393905,2457,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2457
1662396422,S5NMInyeXk0,4089,1662393905,2517,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2517
1662396486,S5NMInyeXk0,4177,1662393905,2581,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2581
1662396542,S5NMInyeXk0,4219,1662393905,2637,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2637
1662396602,S5NMInyeXk0,4288,1662393905,2697,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2697
1662396663,S5NMInyeXk0,4301,1662393905,2758,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2758
1662396722,S5NMInyeXk0,4337,1662393905,2817,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2817
1662396783,S5NMInyeXk0,4380,1662393905,2878,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2878
1662396843,S5NMInyeXk0,4443,1662393905,2938,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2938
1662396903,S5NMInyeXk0,4491,1662393905,2998,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=2998
1662396962,S5NMInyeXk0,4502,1662393905,3057,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=3057
1662397023,S5NMInyeXk0,4525,1662393905,3118,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=3118
1662397082,S5NMInyeXk0,4580,1662393905,3177,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=3177
1662397142,S5NMInyeXk0,4640,1662393905,3237,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=3237
1662397203,S5NMInyeXk0,4685,1662393905,3298,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=3298
1662397262,S5NMInyeXk0,4723,1662393905,3357,Chill/boring day,https://youtu.be/S5NMInyeXk0?t=3357
